Sr. No.,Page,College Code,College Name,Course Code,Course Name,Status,Level,Stage,Caste/Category,Cut‑off Rank,Cut‑off Percentile
162,10,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,State Level,I-NON DEFENCE,DEFOPENS,94304,64.6500162
163,10,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,State Level,I-NON DEFENCE,DEFOBCS,93496,65.2298851
164,10,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Government Home University : Sant Gadge Baba Amravati University,State Level,VII,ORPHAN,104170,60.1291862
165,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,15510,94.8262965
166,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,18370,93.8767748
167,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,16187,94.5996586
168,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSEBCH,59356,79.3458895
169,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,42810,85.3426422
170,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GOPENO,19278,93.6359026
171,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,GSCO,53038,81.7098306
172,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,51617,82.1766955
173,11,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,36432,87.5598503
174,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOPENH,28643,90.3886926
175,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GOBCH,33797,88.5679854
176,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LOPENH,26595,91.1268781
177,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,Home University Seats Allotted to Home University Candidates,I-NON PWD,PWDOPENH,33657,88.6037289
178,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,Other Than Home University Seats Allotted to Other Than Home University Candidates,I,LSCO,74655,73.3652047
179,12,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110137210,Electronics and Telecommunication Engg,Un-Aided,State Level,I,EWS,59636,79.1872032
180,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,GSCH,96092,63.2687832
181,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,I,LVJH,159294,22.5020163
182,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Other Than Home University Candidates,II,LSEBCH,127786,46.3657898
183,13,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110161210,Mechanical Engineering,Un-Aided,Home University Seats Allotted to Home University Candidates,I,LSCO,64615,77.1713278
184,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I,GOPENS,80173,70.8722936
185,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I,GOBCS,81637,70.4092512
186,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I,LOPENS,63277,77.8250739
187,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I,TFWS,54477,81.1614491
188,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I,EWS,147090,32.8344132
189,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110519110,Civil Engineering,Un-Aided Autonomous,State Level,I-NON DEFENCE,DEFOPENS,81628,70.4092512
190,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,GOPENS,24454,91.8342241
191,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,GSTS,127179,46.3828235
192,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,GOBCS,26481,91.1978661
193,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,GSEBCS,65016,76.9332320
194,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,LOPENS,20972,93.0070517
195,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,LSCS,26699,91.0655077
196,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,LSEBCS,70958,74.6830629
197,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I,EWS,31340,89.3907269
198,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524210,Computer Science and Engineering,Un-Aided Autonomous,State Level,I-NON DEFENCE,DEFSEBCS,75213,73.1122470
199,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,GOPENS,31007,89.4907774
200,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,GSTS,146271,33.5585964
201,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,GNT1S,47563,83.6393990
202,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,GSEBCS,88687,67.2944770
203,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,LOPENS,30386,89.7787980
204,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,LSTS,135907,40.9947600
205,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,LNT3S,76783,72.3242844
206,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,LOBCS,31512,89.3223371
207,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110524610,Information Technology,Un-Aided Autonomous,State Level,I,EWS,80349,70.8722936
208,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,GOPENS,43336,85.2125768
209,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,GSCS,52094,81.9801476
210,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,GNT3S,74657,73.3652047
211,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,GOBCS,45284,84.5114907
212,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,GSEBCS,96073,63.2687832
213,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,LOPENS,39011,86.7139959
214,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,LOBCS,40338,86.1764583
215,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,LSEBCS,107955,57.3310702
216,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I,EWS,91074,65.8812284
217,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,I-NON DEFENCE,DEFOPENS,42022,85.5052176
218,14,01105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",0110526310,Artificial Intelligence (AI) and Data Science,Un-Aided Autonomous,State Level,VII,LSTS,46275,84.1907754
